sample_id,hiseq_id,library,observed_stage,stage,sex,site_shrt,region,site,year,month,latitude,longitude,pcl,fl,tl
TX_59099,WGM_10-05,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,OCT,27.81639,-97.14917,NA,703,789
TX_59098,WGM_10-06,10,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2019,OCT,27.82861,-97.23139,NA,686,770
TX_59097,WGM_10-07,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,OCT,27.81361,-97.18167,NA,706,792
TX_59018,WGM_10-10,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.84639,-97.12472,NA,655,735
TX_59100,WGM_10-11,10,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2019,OCT,27.81639,-97.14917,NA,679,762
TX_59012,WGM_10-12,10,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.84639,-97.12472,NA,691,776
TX_59017,WGM_10-13,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.84639,-97.12472,NA,642,721
TX_59096,WGM_10-14,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,OCT,27.82861,-97.23139,NA,704,790
TX_59024,WGM_10-15,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.82861,-97.23139,NA,692,777
TX_2019525,WGM_10-16,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.726,-97.15867,557,615,733
TX_59027,WGM_10-17,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.82861,-97.23139,NA,689,773
TX_59013,WGM_10-18,10,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.84639,-97.12472,NA,647,726
TX_55726,WGM_10-19,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.95389,-96.98611,NA,658,739
TX_59025,WGM_10-20,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.82861,-97.23139,NA,690,774
TX_2019524,WGM_10-21,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.726,-97.15867,557,620,750
TX_58068,WGM_10-24,10,NA,YOY,UND,GAB,WGoM,Galveston_Bay,2018,MAY,29.38556,-94.77333,NA,521,585
TX_58075,WGM_10-25,10,NA,YOY,UND,GAB,WGoM,Galveston_Bay,2018,MAY,29.38556,-94.77333,NA,432,485
TX_201810,WGM_10-26,10,NA,YOY,M,GAB,WGoM,Galveston_Bay,2018,MAY,29.35806,-94.88556,NA,447,502
TX_201917,WGM_10-27,10,NA,YOY,F,GAB,WGoM,Galveston_Bay,2019,JUN,29.09806,-95.14167,NA,525,590
TX_201930,WGM_10-28,10,NA,YOY,F,GAB,WGoM,Galveston_Bay,2019,JUN,29.09806,-95.14167,NA,465,523
TX_2018220,WGM_10-30,10,NA,YOY,M,GAB,WGoM,Galveston_Bay,2018,MAY,29.21111,-94.88556,NA,497,558
TX_201819,WGM_10-31,10,NA,YOY,F,GAB,WGoM,Galveston_Bay,2018,MAY,29.35806,-94.88556,NA,508,571
TX_201823,WGM_10-32,10,NA,YOY,M,GAB,WGoM,Galveston_Bay,2018,MAY,29.35806,-94.88556,NA,514,577
TX_47161,WGM_10-33,10,NA,YOY,M,LLM,WGoM,Lower_Laguna_Madre,2018,JUN,26.10806,-97.22528,NA,504,566
TX_47215,WGM_10-34,10,NA,YOY,M,LLM,WGoM,Lower_Laguna_Madre,2018,SEP,NA,NA,NA,689,773
TX_47214,WGM_10-35,10,NA,YOY,F,LLM,WGoM,Lower_Laguna_Madre,2018,SEP,NA,NA,NA,709,796
TX_47213,WGM_10-36,10,NA,YOY,F,LLM,WGoM,Lower_Laguna_Madre,2018,SEP,NA,NA,NA,674,756
TX_47212,WGM_10-37,10,NA,YOY,F,LLM,WGoM,Lower_Laguna_Madre,2018,SEP,NA,NA,NA,701,787
TX_47158,WGM_10-41,10,NA,YOY,F,LLM,WGoM,Lower_Laguna_Madre,2018,MAY,26.53194,-97.36194,NA,543,610
TX_2019_29,WGM_10-42,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,670,752
TX_2019_30,WGM_10-43,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,690,775
TX_2019_145,WGM_10-45,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,667,749
TX_2019_149,WGM_10-46,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,638,716
TX_2019_150,WGM_10-47,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,662,743
TX_2019_159,WGM_10-51,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,615,690
TX_2019_161,WGM_10-53,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,622,698
TX_2019_167,WGM_10-54,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,SEP,28.46389,-96.41639,NA,704,790
TX_2019_170,WGM_10-55,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,SEP,28.44806,-96.40167,NA,708,795
TX_2019_172,WGM_10-56,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,SEP,28.44806,-96.40167,NA,425,478
TX_2019_180,WGM_10-57,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,SEP,28.46389,-96.41639,NA,700,786
TX_2019_181,WGM_10-58,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,668,750
TX_2019_189,WGM_10-59,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,641,720
TX_2019_A15,WGM_10-61,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,659,740
TX_2019_B4,WGM_10-62,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,SEP,28.46389,-96.41639,NA,677,760
TX_2019_144,WGM_10-64,10,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.64139,-96.51944,NA,657,737
TX_2019_162,WGM_10-65,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,OCT,28.42833,-96.34806,NA,673,755
TX_2019_186,WGM_10-66,10,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2019,SEP,28.46389,-96.41639,NA,647,726
TX_47136,WGM_11-01,11,NA,YOY,M,LLM,WGoM,Lower_Laguna_Madre,2018,JUN,26.53194,-97.36194,NA,577,648
TX_201927,WGM_11-02,11,NA,YOY,F,GAB,WGoM,Galveston_Bay,2019,JUN,29.09917,-95.10889,NA,515,579
TX_47215,WGM_11-03,11,NA,YOY,M,LLM,WGoM,Lower_Laguna_Madre,2018,SEP,NA,NA,NA,689,773
TX_2019_160,WGM_11-04,11,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2019,OCT,28.44944,-96.31444,NA,422,474
TX_2019146,WGM_11-06,11,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2019,OCT,28.39361,-96.49556,NA,704,790
BT-20529,WGM_3-02,03,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2013,SEP,28.18167,-96.8425,462,503,639
BT-21530,WGM_3-03,03,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,SEP,28.19583,-96.71139,572,626,797
BT-22531,WGM_3-04,03,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,SEP,28.19583,-96.71139,574,620,795
BT-30547,WGM_3-07,03,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,SEP,28.20417,-96.69778,573,632,792
BT-33550,WGM_3-08,03,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,SEP,28.18167,-96.8425,511,563,714
BT-44565,WGM_3-10,03,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,SEP,28.2,-96.82417,570,631,799
BT-45566,WGM_3-11,03,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2013,SEP,28.19583,-96.71139,558,623,782
BT-52583,WGM_3-15,03,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,OCT,28.19583,-96.71139,558,617,766
BT-53584,WGM_3-16,03,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,OCT,28.19583,-96.71139,554,615,773
BT-54585,WGM_3-17,03,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,OCT,28.19583,-96.71139,538,599,742
BT-55586,WGM_3-18,03,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,OCT,28.19583,-96.71139,537,595,744
BT-58589,WGM_3-19,03,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2013,OCT,28.19583,-96.71139,560,622,779
TX_20157,WGM_4-38,04,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2015,APR,28.42611,-96.41361,NA,582,654
TX_35511,WGM_5-33,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.23194,-96.78306,NA,666,748
TX_35515,WGM_5-34,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.26111,-96.63194,NA,706,792
TX_35517,WGM_5-35,05,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.31111,-96.62639,NA,622,698
TX_35517,WGM_5-36,05,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.31111,-96.62639,NA,622,698
TX_35519,WGM_5-37,05,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.28472,-96.60694,NA,649,729
TX_35520,WGM_5-38,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.33611,-96.60278,NA,707,794
TX_35530,WGM_5-39,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.23194,-96.78306,NA,621,697
TX_35532,WGM_5-40,05,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.18167,-96.8425,NA,679,762
TX_35534,WGM_5-41,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.18167,-96.8425,NA,633,711
TX_35543,WGM_5-42,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.28472,-96.60694,NA,632,709
TX_35545,WGM_5-43,05,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.23194,-96.78306,NA,615,690
TX_35546,WGM_5-44,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.23194,-96.78306,NA,657,737
TX_35549,WGM_5-45,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.28472,-96.60694,NA,696,781
TX_35550,WGM_5-46,05,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.31111,-96.62639,NA,680,763
TX_35581,WGM_5-47,05,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.36306,-96.47306,NA,667,749
TX_35587,WGM_5-48,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.19583,-96.71139,NA,682,766
TX_35594,WGM_5-49,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.33611,-96.60278,NA,613,688
TX_35605,WGM_5-50,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.31944,-96.61944,NA,617,693
TX_35702,WGM_5-51,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.19583,-96.71139,NA,705,791
TX_35703,WGM_5-52,05,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.20417,-96.69778,NA,707,794
TX_35704,WGM_5-53,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.19583,-96.71139,NA,654,734
TX_35705,WGM_5-54,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.19583,-96.71139,NA,685,769
TX_35707,WGM_5-55,05,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.19583,-96.71139,NA,681,764
TX_35708,WGM_5-56,05,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.19583,-96.71139,NA,711,798
TX_35711,WGM_5-57,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.36306,-96.47306,NA,647,726
TX_48358,WGM_5-58,05,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.31111,-96.62639,NA,665,747
TX_50510,WGM_5-59,05,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2016,MAY,27.85056,-97.12111,NA,570,640
TX_50513,WGM_5-60,05,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2016,JUN,27.84917,-97.13917,NA,561,630
TX_50660,WGM_5-61,05,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2016,MAY,27.82389,-97.13556,NA,565,634
TX_50678,WGM_5-63,05,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2014,SEP,27.84917,-97.13889,NA,670,752
TX_50747,WGM_5-64,05,NA,YOY,UND,CCB,WGoM,Corpus_Christi_Bay,2014,OCT,27.71306,-97.31611,NA,665,747
TX_35498,WGM_6-45,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,SEP,28.2,-96.82417,NA,538,604
TX_201783,WGM_6-47,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2017,MAY,28.19583,-96.71139,NA,538,604
TX_35486,WGM_6-50,06,NA,YOY,UND,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.34028,-96.44444,NA,689,773
TX_201626,WGM_6-51,06,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2016,OCT,28.31944,-96.61944,NA,568,638
TX_35505,WGM_6-52,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.31111,-96.62639,NA,642,721
TX_201621,WGM_6-53,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31806,-96.63472,NA,520,584
TX_201613,WGM_6-54,06,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31111,-96.62639,NA,537,603
TX_201735,WGM_6-55,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2017,APR,28.36306,-96.47306,NA,507,569
TX_20174,WGM_6-56,06,NA,YOY,M,GAB,WGoM,Galveston_Bay,2017,JUN,29.12972,-95.16278,NA,549,617
TX_201718,WGM_6-57,06,NA,YOY,F,GAB,WGoM,Galveston_Bay,2017,JUN,29.12972,-95.16278,NA,494,555
TX_201652,WGM_6-58,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,OCT,28.34306,-96.43972,NA,682,766
TX_201628,WGM_6-59,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,OCT,28.32639,-96.50417,NA,691,776
TX_35507,WGM_6-61,06,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2014,OCT,28.26111,-96.63194,NA,672,754
TX_201745,WGM_6-68,06,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2017,APR,28.4,-96.42806,NA,538,604
TX_201739,WGM_6-69,06,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2017,APR,28.36306,-96.47306,NA,532,598
TX_201760,WGM_6-71,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2017,APR,28.19583,-96.71139,NA,502,564
TX_201737,WGM_6-72,06,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2017,APR,28.36306,-96.47306,NA,499,561
TX_201758,WGM_6-73,06,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2017,APR,28.42611,-96.41361,NA,524,588
TX_201740,WGM_6-74,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2017,APR,28.3675,-96.47111,NA,538,604
TX_201767,WGM_6-75,06,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2017,MAY,28.19583,-96.71139,NA,554,622
TX_201743,WGM_6-76,06,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2017,APR,28.4,-96.42806,NA,509,572
TX_201789,WGM_6-77,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2017,MAY,28.19583,-96.71139,NA,571,641
MGL_8207,WGM_6-79,06,YOY,YOY,F,LLM,WGoM,Lower_Laguna_Madre,2016,JUN,26.2,-97.269,443,500,561
MGL_8296,WGM_6-80,06,YOY,YOY,F,LLM,WGoM,Lower_Laguna_Madre,2016,JUN,26.2,-97.269,412,547,613
TX_201741,WGM_6-83,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2017,APR,28.39028,-96.50139,NA,511,574
TX_201651,WGM_6-86,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,OCT,28.34167,-96.44167,NA,701,787
TX_201714,WGM_6-87,06,NA,YOY,UND,GAB,WGoM,Galveston_Bay,2017,JUN,29.12972,-95.16278,NA,485,545
TX_20175,WGM_6-88,06,NA,YOY,M,GAB,WGoM,Galveston_Bay,2017,JUN,29.12972,-95.16278,NA,610,685
TX_201614,WGM_6-89,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31111,-96.62639,NA,522,586
TX_201616,WGM_6-90,06,NA,YOY,M,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31111,-96.62639,NA,546,613
TX_201618,WGM_6-91,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31806,-96.63472,NA,526,591
TX_201623,WGM_6-92,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31806,-96.63472,NA,515,578
TX_201624,WGM_6-93,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31806,-96.63472,NA,514,577
TX_201623,WGM_6-94,06,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,MAY,28.31806,-96.63472,NA,515,578
TX_47021,WGM_7-42,07,NA,YOY,F,LLM,WGoM,Lower_Laguna_Madre,2017,MAY,26.2,-97.269,NA,588,660
TX_54138,WGM_7-43,07,NA,YOY,M,LLM,WGoM,Lower_Laguna_Madre,2017,MAY,26.2,-97.269,NA,547,614
TX_47021,WGM_7-60,07,NA,YOY,F,LLM,WGoM,Lower_Laguna_Madre,2017,MAY,26.2,-97.269,NA,588,660
TX_46928,WGM_7-62,07,NA,YOY,F,LLM,WGoM,Lower_Laguna_Madre,2016,SEP,26.2,-97.269,NA,685,769
TX_20163,WGM_7-75,07,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,APR,28.33611,-96.60278,NA,699,785
TX_47021,WGM_7-83,07,NA,YOY,F,LLM,WGoM,Lower_Laguna_Madre,2017,MAY,26.2,-97.269,NA,588,660
TX_2017010,WGM_7-84,07,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2017,NOV,28.34306,-96.43972,NA,672,754
TX_20163,WGM_7-86,07,NA,YOY,F,SAB,WGoM,San_Antonio_Bay,2016,APR,28.33611,-96.60278,NA,699,785
TX_201834,WGM_8-01,08,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2018,APR,28.61667,-96.51111,NA,691,776
TX_201820,WGM_8-03,08,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2018,APR,28.63222,-96.49694,NA,668,750
TX_201831,WGM_8-04,08,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,APR,28.63222,-96.49694,NA,695,780
TX_2018Y,WGM_8-05,08,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,MAY,28.63333,-96.07972,NA,529,594
TX_2018P,WGM_8-06,08,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,MAY,28.7,-96.25972,NA,681,764
TX_2018B5,WGM_8-07,08,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,MAY,28.66111,-96.58389,NA,527,592
TX_2018A3,WGM_8-08,08,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,MAY,28.65972,-96.63417,NA,547,614
TX_2018A12,WGM_8-09,08,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2018,MAY,28.65972,-96.63417,NA,565,634
TX_2018H,WGM_8-10,08,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,JUN,28.63972,-96.41806,NA,524,588
TX_2018J,WGM_8-11,08,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,JUN,28.63972,-96.41806,NA,522,586
TX_2018A4,WGM_8-15,08,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,SEP,28.62972,-96.47111,NA,711,798
TX_2018B8,WGM_8-16,08,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2018,OCT,28.44694,-96.40222,NA,688,772
TX_2017006,WGM_8-23,08,NA,YOY,F,MAB,WGoM,Matagorda_Bay,2017,NOV,28.44889,-96.31528,NA,713,800
TX_20184,WGM_8-32,08,NA,YOY,M,MAB,WGoM,Matagorda_Bay,2018,APR,28.61667,-96.51111,NA,701,787
TX_2018261,WGM_9-08,09,NA,YOY,F,GAB,WGoM,Galveston_Bay,2018,OCT,29.40667,-94.88611,NA,549,616
TX_201813,WGM_9-10,09,NA,YOY,F,GAB,WGoM,Galveston_Bay,2018,OCT,29.40667,-94.88611,NA,549,616
